Date_2023,Age_days,Injury,Clonality,Spec,CGO,Removed_AB,SLA,LDMC,SRL,RDMC,Root_diameter,BB,AB,Flowering,N_roots,C_roots,N_leaves
1.5.,30,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,755.47,0.05,250.2353,0.0482,0.3162,0.0124,0.0133,N,4.72,MV,5.78
1.5.,30,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,751.04,0.05,352.6598,0.0468,0.2621,0.0114,0.014,N,4.64,MV,5.35
1.5.,30,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,702.19,0.07,323.065,0.0503,0.2687,0.0077,0.0191,N,4.81,MV,5.62
1.5.,30,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,644.12,0.08,323.662,0.0478,0.2858,0.0104,0.0313,N,4.43,MV,5.33
1.5.,30,N,non-clon,Trifolium_montanum_L.,NA,NA,322.27,0.29,126.757,0.0711,0.3983,0.0034,0.0059,N,4.73,MV,4.56
1.5.,30,N,non-clon,Trifolium_montanum_L.,NA,NA,228.31,0.4,141.7289,0.0813,0.3404,0.0026,0.0046,N,2.46,MV,3.19
1.5.,30,N,non-clon,Trifolium_montanum_L.,NA,NA,285.82,0.34,113.9537,0.0574,0.4885,0.0024,0.0048,N,3.45,MV,4.32
1.5.,30,N,non-clon,Trifolium_montanum_L.,NA,NA,339,0.25,108.8186,0.0724,0.4081,0.0042,0.0046,N,4.37,MV,3.66
1.5.,30,N,non-clon,Trifolium_montanum_L.,NA,NA,443.45,0.17,158.8662,0.0709,0.3522,0.0042,0.004,N,3.72,MV,4.15
1.5.,30,N,non-clon,Trifolium_montanum_L.,NA,NA,293.8,0.28,120.5465,0.0833,0.4035,0.0026,0.0045,N,3.69,MV,3.81
1.5.,30,N,clon,Artemisia_absinthium,stolon,NA,820.12,0.04,566.5076,0.0421,0.2349,0.0022,0.0045,N,4.62,MV,4.52
1.5.,30,N,clon,Artemisia_absinthium,stolon,NA,573.68,0.07,268.7642,0.0623,0.2819,0.0064,0.0149,N,4.52,MV,5.21
1.5.,30,N,clon,Artemisia_absinthium,stolon,NA,826.76,0.04,323.0762,0.0581,0.251,0.0058,0.0069,N,5.14,MV,5.42
1.5.,30,N,clon,Artemisia_absinthium,stolon,NA,687.31,0.06,425.6687,0.0442,0.2567,0.0074,0.0148,N,4.75,MV,5.71
1.5.,30,N,clon,Artemisia_absinthium,stolon,NA,810.86,0.04,318.5072,0.08,0.2167,0.0028,0.0057,N,3.93,MV,5.42
1.5.,30,N,clon,Artemisia_absinthium,stolon,NA,820.43,0.06,551.2234,0.0455,0.2166,0.0022,0.0038,N,4.49,MV,5.64
1.5.,30,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,556.56,0.07,307.8325,0.0444,0.3015,0.0192,0.0431,N,4.49,MV,6.15
1.5.,30,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,508.08,0.06,247.483,0.0485,0.3477,0.0292,0.0695,N,4.81,MV,6.26
1.5.,30,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,505.97,0.08,326.2945,0.0444,0.3003,0.0201,0.0474,N,4.25,MV,5.5
1.5.,30,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,602.31,0.07,302.7016,0.0482,0.2928,0.0103,0.03,N,5.16,MV,5.93
1.5.,30,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,532.24,0.06,337.4099,0.0446,0.2957,0.0159,0.0458,N,4.3,MV,5.98
1.5.,30,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,571.25,0.06,362.631,0.0426,0.2967,0.0213,0.0706,N,4.9,MV,4.94
1.5.,30,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,659.49,0.08,535.6665,0.0819,0.1557,0.0028,0.0058,N,4.39,MV,4.66
1.5.,30,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,501.15,0.12,582.0982,0.0851,0.1675,0.0056,0.0147,N,3.47,MV,5.72
1.5.,30,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,428.84,0.11,577.2035,0.0819,0.155,0.0038,0.0078,N,3.98,MV,6.03
1.5.,30,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,494.85,0.13,467.3966,0.0759,0.1851,0.0036,0.0075,N,4.12,MV,5.55
1.5.,30,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,555.19,0.09,641.4118,0.0875,0.1619,0.0028,0.0059,N,4.04,MV,5.79
1.5.,30,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,538.44,0.09,320.6677,0.1417,0.1527,0.0036,0.005,N,2.93,MV,5.36
1.5.,30,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,581.79,0.1,307.6189,0.0932,0.1942,0.0066,0.0046,N,5.19,MV,5.05
1.5.,30,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,540.8,0.15,340.7682,0.089,0.1985,0.0052,0.0046,N,4.7,MV,5.8
1.5.,30,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,628.82,0.12,239.0241,0.1061,0.204,0.008,0.0053,N,4.69,MV,5.33
1.5.,30,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,737.93,0.1,295.2769,0.0903,0.2049,0.0082,0.0067,N,4.36,MV,5.42
1.5.,30,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,850.16,0.1,350.8608,0.0968,0.1772,0.0042,0.0037,N,3.91,MV,5.76
1.5.,30,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,767.84,0.09,354.758,0.0933,0.181,0.005,0.0045,N,4.61,MV,5.39
1.5.,30,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,353.4,0.5,282.8643,0.1818,0.1759,0.0004,0.0002,N,NA,NA,NA
1.5.,30,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,348.71,0.38,534.8996,0.0492,0.2034,0.0006,0.0011,N,NA,NA,5.86
1.5.,30,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,468.3,0.29,422.9069,0.06,0.2183,0.0006,0.0011,N,NA,NA,5.38
1.5.,30,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,734.32,0.15,260.1777,0.1014,0.2204,0.0014,0.001,N,NA,NA,4.86
1.5.,30,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,672.76,0.25,468.7998,0.0667,0.2018,0.0002,0.0002,N,4.46,37.49,NA
1.5.,30,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,666.33,0.17,389.6801,0.0615,0.2223,0.0016,0.0012,N,5.31,40.64,5.13
1.5.,30,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,853.55,0.05,339.841,0.1024,0.1703,0.0042,0.0059,N,NA,NA,5.22
1.5.,30,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,677.36,0.07,354.8807,0.0864,0.2118,0.0028,0.0054,N,3.68,38.39,5.7
1.5.,30,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,727.31,0.05,316.7251,0.0819,0.2089,0.0056,0.0123,N,4.51,39.1,6.31
1.5.,30,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,646.9,0.06,458.3252,0.0719,0.1892,0.0024,0.0072,N,NA,NA,4.86
1.5.,30,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,819.83,0.05,406.7325,0.0718,0.1973,0.003,0.0046,N,3.58,39.3,5.23
1.5.,30,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,673.73,0.07,329.5767,0.0749,0.2107,0.007,0.0167,N,4.38,38.5,5.78
1.5.,30,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,873.92,0.1,207.5939,0.1045,0.2484,0.0014,0.0006,N,NA,NA,5.71
1.5.,30,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,901.14,0.11,218.9903,0.0627,0.3058,0.0034,0.0031,N,NA,NA,5.57
1.5.,30,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,726.48,0.12,311.0374,0.0515,0.2755,0.002,0.003,N,3.89,35.77,5.68
1.5.,30,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,547.71,0.16,262.2753,0.0783,0.2817,0.0026,0.0031,N,NA,NA,6.23
1.5.,30,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,472.99,0.14,227.7139,0.0636,0.2908,0.003,0.0032,N,NA,NA,6.27
1.5.,30,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,615.26,0.13,345.4311,0.0586,0.2398,0.0026,0.0046,N,4.17,35.27,5.83
1.5.,30,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,453.18,0.17,326.4809,0.0562,0.278,0.0215,0.0387,N,4.68,36.55,5.2
1.5.,30,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,367.85,0.18,28.4102,0.4922,0.2875,0.0469,0.0202,N,4.3,38.68,5.48
1.5.,30,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,434.94,0.17,354.2348,0.0507,0.2473,0.0071,0.0126,N,3.99,38.4,5.45
1.5.,30,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,488.32,0.15,294.1806,0.0543,0.274,0.0079,0.016,N,4.95,38.04,5.44
1.5.,30,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,561.77,0.14,190.3481,0.0776,0.3019,0.0043,0.0074,N,5.6,37.13,6.57
1.5.,30,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,436.22,0.15,166.6399,0.0637,0.3326,0.0078,0.0157,N,5.9,37.9,6.45
1.5.,30,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,577.18,0.06,346.072,0.0514,0.2716,0.0112,0.0342,N,5.23,36.67,5.83
1.5.,30,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,650.19,0.06,357.294,0.0497,0.2677,0.009,0.0247,N,5.51,36.87,6.36
1.5.,30,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,685.97,0.05,439.8043,0.0468,0.2572,0.0111,0.0353,N,5.16,36.24,5.53
1.5.,30,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,647.42,0.06,299.3173,0.0518,0.2874,0.0152,0.0388,N,5.69,35.29,5.98
1.5.,30,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,771.68,0.06,362.1013,0.0554,0.2465,0.0043,0.0129,N,5.02,36.47,5.56
1.5.,30,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,711.14,0.05,354.723,0.0505,0.2781,0.0076,0.024,N,4.85,36.38,6.05
1.5.,30,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,333.31,0.12,117.4763,0.0569,0.4618,0.0101,0.0242,N,4.48,35.72,4.35
1.5.,30,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,404.61,0.1,114.978,0.0539,0.4576,0.009,0.0148,N,5.59,36.92,6.06
1.5.,30,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,338.87,0.12,119.0813,0.054,0.4603,0.0107,0.0194,N,4.69,34.87,5.32
1.5.,30,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,369.14,0.11,138.8434,0.0542,0.4412,0.0049,0.013,N,4,37.55,4.62
1.5.,30,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,385.41,0.14,95.2211,0.0703,0.4724,0.0068,0.013,N,4.9,36.82,4.72
1.5.,30,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,398.25,0.11,131.3671,0.0661,0.4064,0.0067,0.0135,N,4.17,35,5.04
11.5.,40,N,non-clon,Artemisia_campestris_L.,NA,NA,524.22,0.06,476.785,0.0606,0.1868,0.0016,0.0074,N,MV,MV,5.72
11.5.,40,N,non-clon,Artemisia_campestris_L.,NA,NA,259.85,0.09,556.6665,0.0507,0.2198,0.0077,0.0619,N,5.2,38.57,4.65
11.5.,40,N,non-clon,Artemisia_campestris_L.,NA,NA,366.81,0.06,702.7077,0.0474,0.1919,0.0084,0.051,N,5.28,37.84,5.86
11.5.,40,N,non-clon,Artemisia_campestris_L.,NA,NA,285.54,0.07,629.1371,0.0445,0.2103,0.0274,0.1145,N,5.05,38.44,4.75
11.5.,40,N,non-clon,Artemisia_campestris_L.,NA,NA,276.24,0.08,670.0207,0.0475,0.1991,0.0344,0.1327,N,5.17,39.43,5.26
11.5.,40,N,non-clon,Artemisia_campestris_L.,NA,NA,320.33,0.08,638.5484,0.0515,0.2052,0.0062,0.0201,N,5.4,37.89,6.52
11.5.,40,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,228.5,0.14,407.3805,0.0477,0.2684,0.1236,0.5239,N,7.5,36.15,3.93
11.5.,40,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,282.54,0.11,450.9912,0.0526,0.2372,0.2195,0.6796,N,5.38,38.01,5.09
11.5.,40,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,307.38,0.1,455.0253,0.0481,0.253,0.1414,0.3833,N,6.42,35.09,5.17
11.5.,40,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,281.57,0.15,446.3431,0.0546,0.2484,0.1165,0.4256,N,6,36.81,4.56
11.5.,40,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,276.56,0.11,492.1152,0.0518,0.2279,0.2125,0.6811,N,5.17,37.95,3.96
11.5.,40,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,296.57,0.11,351.6351,0.0529,0.2616,0.1706,0.4879,N,5.69,36.62,5.27
11.5.,40,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,203.65,0.18,791.9702,0.0708,0.1543,0.0139,0.0822,N,3.58,40.29,5.3
11.5.,40,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,189.28,0.16,689.7871,0.0631,0.1647,0.0132,0.0635,N,3.78,38.93,4.37
11.5.,40,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,253.44,0.16,621.3609,0.1011,0.1361,0.0085,0.0486,N,3.45,40.93,5.35
11.5.,40,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,252.83,0.15,666.445,0.0833,0.1549,0.0098,0.0657,N,3.86,40.81,4.83
11.5.,40,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,207.01,0.16,656.9681,0.0699,0.1617,0.0113,0.0676,N,3.91,39.91,5.91
11.5.,40,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,221.87,0.15,763.5791,0.0942,0.1576,0.0199,0.1165,N,3.95,41,5.52
11.5.,40,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,727.5,0.12,642.5334,0.0578,0.145,0.0366,0.1321,N,6.32,39.39,5.05
11.5.,40,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,453.55,0.14,766.1617,0.0648,0.1482,0.0912,0.2759,N,6.52,38.41,5.71
11.5.,40,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,497.85,0.14,565.5993,0.0538,0.1403,0.0429,0.1646,N,MV,MV,5.73
